Date,BTC-USD,ETH-USD,BNB-USD,XRP-USD,SOL-USD,ADA-USD,DOT-USD,SHIB-USD,LTC-USD,AVAX-USD
2023-06-29,30445.3515625,1852.227294921875,233.23245239257812,0.4747219979763031,17.970457077026367,0.2755639851093292,4.986260890960693,7.000000096013537e-06,84.77587127685547,12.677756309509277
2023-06-30,30477.251953125,1933.18896484375,240.36978149414062,0.4740369915962219,18.897321701049805,0.2869560122489929,5.171702861785889,7.999999979801942e-06,108.16532897949219,13.013050079345703
2023-07-01,30590.078125,1924.56591796875,247.75942993164062,0.47352200746536255,18.683902740478516,0.2923400104045868,5.349747180938721,7.999999979801942e-06,107.22920227050781,12.994583129882812
2023-07-02,30620.76953125,1937.4383544921875,246.25791931152344,0.4844929873943329,19.453594207763672,0.29205501079559326,5.501914978027344,7.999999979801942e-06,113.21729278564453,13.119144439697266
2023-07-03,31156.439453125,1955.38916015625,246.38221740722656,0.4895470142364502,19.240537643432617,0.29631099104881287,5.419309139251709,7.999999979801942e-06,106.94577026367188,13.223526000976562
2023-07-04,30777.58203125,1936.633544921875,242.492919921875,0.48784199357032776,19.14322853088379,0.29261499643325806,5.347219944000244,7.999999979801942e-06,104.71099090576172,13.042004585266113
2023-07-05,30514.166015625,1910.5880126953125,239.08108520507812,0.4782719910144806,18.99286460876465,0.2844710052013397,5.209113121032715,7.000000096013537e-06,102.6939926147461,12.670045852661133
2023-07-06,29909.337890625,1848.636474609375,232.31942749023438,0.4637390077114105,19.729385375976562,0.27970001101493835,5.0260491371154785,7.000000096013537e-06,95.66722869873047,12.410744667053223
2023-07-07,30342.265625,1870.6025390625,235.62115478515625,0.468764990568161,21.484664916992188,0.2845250070095062,5.114977836608887,7.000000096013537e-06,98.24247741699219,12.739989280700684
2023-07-08,30292.541015625,1865.53955078125,236.28738403320312,0.4706439971923828,21.859268188476562,0.29065099358558655,5.126468181610107,7.999999979801942e-06,97.8747787475586,13.66015911102295
2023-07-09,30171.234375,1863.009765625,234.22836303710938,0.4685499966144562,21.3490047454834,0.2845909893512726,5.079419136047363,7.999999979801942e-06,95.17955017089844,13.607531547546387
2023-07-10,30414.470703125,1880.556396484375,245.874267578125,0.4776639938354492,21.31377601623535,0.2879909873008728,5.135242938995361,7.999999979801942e-06,96.7313461303711,13.38939094543457
2023-07-11,30620.951171875,1878.3360595703125,248.538330078125,0.47571900486946106,22.092933654785156,0.29281800985336304,5.211542129516602,7.999999979801942e-06,96.78643798828125,13.260403633117676
2023-07-12,30391.646484375,1872.11376953125,244.01988220214844,0.47110500931739807,21.977602005004883,0.2887580096721649,5.148021221160889,7.999999979801942e-06,96.28018188476562,13.025257110595703
2023-07-13,31476.048828125,2006.511474609375,256.48968505859375,0.8153650164604187,26.02569580078125,0.3576579988002777,5.545454978942871,7.999999979801942e-06,101.92713928222656,14.092904090881348
2023-07-14,30334.068359375,1939.3470458984375,248.19161987304688,0.7191569805145264,26.7357177734375,0.3288010060787201,5.452579021453857,7.999999979801942e-06,95.15866088867188,14.644426345825195
2023-07-15,30295.806640625,1931.466552734375,251.09970092773438,0.7132790088653564,27.391355514526367,0.32636499404907227,5.431672096252441,7.999999979801942e-06,94.7518081665039,14.834538459777832
2023-07-16,30249.1328125,1923.681884765625,242.65682983398438,0.7468600273132324,27.384082794189453,0.3148840069770813,5.306897163391113,7.999999979801942e-06,92.90528106689453,14.28956413269043
2023-07-17,30145.888671875,1911.6461181640625,244.35299682617188,0.739205002784729,26.872766494750977,0.31248900294303894,5.303729057312012,7.999999979801942e-06,92.29344940185547,14.422088623046875
2023-07-18,29856.5625,1897.5992431640625,240.2649383544922,0.7795400023460388,25.544504165649414,0.3073990046977997,5.179271221160889,7.999999979801942e-06,91.50321960449219,13.79177474975586
2023-07-19,29913.923828125,1889.0079345703125,241.1608123779297,0.8206940293312073,26.372352600097656,0.323513001203537,5.197083950042725,7.999999979801942e-06,92.16179656982422,14.006319046020508
2023-07-20,29792.015625,1890.9691162109375,242.73313903808594,0.7940580248832703,25.375167846679688,0.31609299778938293,5.349977970123291,7.999999979801942e-06,92.3820571899414,13.856021881103516
2023-07-21,29908.744140625,1892.080078125,243.7889862060547,0.7725020051002502,25.544267654418945,0.313291996717453,5.489810943603516,7.999999979801942e-06,94.05186462402344,13.983912467956543
2023-07-22,29771.802734375,1864.912353515625,241.03074645996094,0.73328697681427,24.535053253173828,0.3097720146179199,5.308442115783691,7.999999979801942e-06,92.051513671875,13.504372596740723
2023-07-23,30084.5390625,1889.191650390625,242.45596313476562,0.7386829853057861,24.766815185546875,0.31716299057006836,5.397666931152344,7.999999979801942e-06,93.25886535644531,13.560688972473145
2023-07-24,29176.916015625,1850.0020751953125,238.9462127685547,0.7027649879455566,23.38149070739746,0.305308997631073,5.215538024902344,7.999999979801942e-06,89.1534652709961,13.103471755981445
2023-07-25,29227.390625,1857.741943359375,237.80856323242188,0.7095999717712402,23.279321670532227,0.30401700735092163,5.176484107971191,7.999999979801942e-06,89.53140258789062,13.345781326293945
2023-07-26,29354.97265625,1872.159912109375,238.9623565673828,0.7157989740371704,25.177053451538086,0.30664101243019104,5.237875938415527,7.999999979801942e-06,90.62142181396484,13.264717102050781
2023-07-27,29210.689453125,1860.357177734375,240.49879455566406,0.7136459946632385,25.099336624145508,0.30752500891685486,5.233479022979736,7.999999979801942e-06,90.49376678466797,13.14130973815918
2023-07-28,29319.24609375,1874.744873046875,241.97703552246094,0.7125679850578308,24.84685707092285,0.3102009892463684,5.216773986816406,7.999999979801942e-06,91.53057098388672,13.238449096679688
2023-07-29,29356.91796875,1881.06884765625,242.5763702392578,0.7127389907836914,25.168973922729492,0.3127650022506714,5.252099990844727,9.000000318337698e-06,94.59809112548828,13.246442794799805
2023-07-30,29275.30859375,1861.643798828125,242.52598571777344,0.7051360011100769,24.261018753051758,0.31563299894332886,5.186025142669678,7.999999979801942e-06,94.09105682373047,13.128493309020996
2023-07-31,29230.111328125,1856.162353515625,241.1206512451172,0.6985210180282593,23.720956802368164,0.30748799443244934,5.108363151550293,7.999999979801942e-06,92.24313354492188,12.825377464294434
2023-08-01,29675.732421875,1871.7921142578125,247.50502014160156,0.7072110176086426,23.99875259399414,0.3099510073661804,5.198036193847656,7.999999979801942e-06,93.82040405273438,12.875663757324219
2023-08-02,29151.958984375,1839.0897216796875,240.49464416503906,0.6851950287818909,23.145721435546875,0.2993890047073364,5.0575408935546875,7.999999979801942e-06,87.48905944824219,12.53736400604248
2023-08-03,29178.6796875,1835.136474609375,241.0615234375,0.6641349792480469,22.636049270629883,0.29257598519325256,4.9790191650390625,7.999999979801942e-06,82.70779418945312,12.446003913879395
2023-08-04,29074.091796875,1827.712890625,241.47601318359375,0.6355389952659607,22.79361915588379,0.2933880090713501,4.988202095031738,9.000000318337698e-06,82.07891082763672,12.397878646850586
2023-08-05,29042.126953125,1834.9879150390625,242.9593505859375,0.6284229755401611,22.632204055786133,0.293628990650177,4.969211101531982,9.999999747378752e-06,83.1055908203125,12.437810897827148
2023-08-06,29041.85546875,1827.4620361328125,242.79859924316406,0.6230869889259338,23.18569564819336,0.2920820116996765,4.998167037963867,9.000000318337698e-06,82.4717025756836,12.572416305541992
2023-08-07,29180.578125,1826.9388427734375,241.79750061035156,0.6219310164451599,23.068756103515625,0.2902959883213043,4.960562229156494,9.000000318337698e-06,82.34452056884766,12.4482421875
2023-08-08,29765.4921875,1855.807373046875,245.14990234375,0.6424059867858887,24.211763381958008,0.2977449893951416,5.0605788230896,9.999999747378752e-06,83.95689392089844,12.691263198852539
2023-08-09,29561.494140625,1854.297607421875,243.89364624023438,0.6433650255203247,24.37852668762207,0.3011400103569031,5.054279804229736,9.999999747378752e-06,84.0372085571289,12.621299743652344
2023-08-10,29429.591796875,1850.75341796875,241.26246643066406,0.6329860091209412,24.613052368164062,0.2961300015449524,4.999231815338135,9.999999747378752e-06,83.0334701538086,12.480973243713379
2023-08-11,29397.71484375,1847.1243896484375,239.70689392089844,0.6316750049591064,24.582860946655273,0.2934499979019165,5.003921985626221,9.999999747378752e-06,83.49586486816406,12.441793441772461
2023-08-12,29415.96484375,1848.889892578125,240.27362060546875,0.6272050142288208,24.90673065185547,0.29183700680732727,5.0349860191345215,1.1000000085914508e-05,83.44852447509766,12.389760971069336
2023-08-13,29282.9140625,1839.2801513671875,240.03334045410156,0.6261019706726074,24.24288558959961,0.28953099250793457,4.986302852630615,9.999999747378752e-06,81.97803497314453,12.274397850036621
2023-08-14,29408.443359375,1844.185791015625,240.33924865722656,0.6342819929122925,25.142822265625,0.29061099886894226,4.988302230834961,9.999999747378752e-06,82.0685806274414,12.353681564331055
2023-08-15,29170.34765625,1826.9327392578125,236.67958068847656,0.6095989942550659,23.89658546447754,0.2818169891834259,4.812483787536621,9.999999747378752e-06,79.27375030517578,11.806095123291016
2023-08-16,28701.779296875,1805.6590576171875,231.86874389648438,0.5883280038833618,22.811975479125977,0.2745319902896881,4.666007041931152,9.000000318337698e-06,74.4788589477539,11.368606567382812
2023-08-17,26664.55078125,1684.9334716796875,218.5358428955078,0.5071420073509216,21.70997428894043,0.2559579908847809,4.437963962554932,7.999999979801942e-06,65.08576202392578,10.590560913085938
2023-08-18,26049.556640625,1660.945068359375,216.112548828125,0.5060999989509583,21.335493087768555,0.2638919949531555,4.511816024780273,9.000000318337698e-06,64.08291625976562,10.799485206604004
2023-08-19,26096.205078125,1669.471923828125,216.99945068359375,0.5196290016174316,21.879037857055664,0.26837798953056335,4.517584800720215,7.999999979801942e-06,64.10386657714844,10.80682373046875
2023-08-20,26189.583984375,1684.85205078125,216.63580322265625,0.5395470261573792,21.77327537536621,0.27070900797843933,4.519974231719971,7.999999979801942e-06,65.25251007080078,10.873089790344238
2023-08-21,26124.140625,1667.26904296875,210.63894653320312,0.524537980556488,21.20825958251953,0.2631790041923523,4.433642864227295,7.999999979801942e-06,66.95868682861328,10.361355781555176
2023-08-22,26031.65625,1633.892578125,210.8343505859375,0.5209299921989441,20.546541213989258,0.2583659887313843,4.420719146728516,7.999999979801942e-06,64.7702865600586,10.130790710449219
2023-08-23,26431.640625,1679.2744140625,216.3992919921875,0.5299019813537598,21.703624725341797,0.2679649889469147,4.488097190856934,7.999999979801942e-06,65.61077880859375,10.336661338806152
2023-08-24,26162.373046875,1659.944580078125,218.64639282226562,0.5184130072593689,21.033031463623047,0.26588401198387146,4.421586990356445,7.999999979801942e-06,64.8792724609375,10.113130569458008
2023-08-25,26047.66796875,1652.93505859375,218.3310546875,0.5262460112571716,20.392719268798828,0.2610799968242645,4.486454010009766,7.999999979801942e-06,65.1119155883789,10.053031921386719
2023-08-26,26008.462890625,1646.3067626953125,216.36424255371094,0.5234699845314026,20.280424118041992,0.26095300912857056,4.504439830780029,7.999999979801942e-06,65.0107192993164,10.09171199798584
2023-08-27,26089.693359375,1657.5130615234375,218.35800170898438,0.5238440036773682,20.78683853149414,0.26344600319862366,4.4923930168151855,7.999999979801942e-06,65.36711120605469,10.19877815246582
2023-08-28,26106.150390625,1652.4573974609375,218.71856689453125,0.523248016834259,20.557100296020508,0.2674340009689331,4.606011867523193,7.999999979801942e-06,65.5425033569336,10.367795944213867
2023-08-29,27727.392578125,1729.7257080078125,226.86288452148438,0.5400649905204773,21.780763626098633,0.27244898676872253,4.672861099243164,7.999999979801942e-06,68.89247131347656,10.81059741973877
2023-08-30,27297.265625,1705.1121826171875,223.7994384765625,0.528194010257721,20.834903717041016,0.2656539976596832,4.536325931549072,7.999999979801942e-06,67.65953063964844,10.411699295043945
2023-08-31,25931.47265625,1645.63916015625,216.59779357910156,0.510798990726471,19.735092163085938,0.2553730010986328,4.2694501876831055,7.999999979801942e-06,63.951377868652344,9.987269401550293
2023-09-01,25800.724609375,1628.4912109375,213.63055419921875,0.498075008392334,19.327844619750977,0.25518500804901123,4.215832233428955,7.999999979801942e-06,63.00745391845703,9.92474365234375
2023-09-02,25868.798828125,1637.025390625,214.44854736328125,0.4990909993648529,19.493743896484375,0.2562299966812134,4.261870861053467,7.999999979801942e-06,64.56063079833984,9.91187858581543
2023-09-03,25969.56640625,1636.11767578125,214.3999481201172,0.5050489902496338,19.578746795654297,0.2557930052280426,4.261632919311523,7.999999979801942e-06,63.93811798095703,9.884934425354004
2023-09-04,25812.416015625,1629.6552734375,215.197509765625,0.5083749890327454,19.499408721923828,0.25614601373672485,4.253158092498779,7.000000096013537e-06,63.70868682861328,9.801345825195312
2023-09-05,25779.982421875,1633.62939453125,214.47813415527344,0.5054110288619995,20.272384643554688,0.25761398673057556,4.25672721862793,7.999999979801942e-06,63.123634338378906,9.91453742980957
2023-09-06,25753.236328125,1632.2523193359375,215.13465881347656,0.5032430291175842,19.62002944946289,0.25766700506210327,4.2693891525268555,7.999999979801942e-06,62.84352493286133,9.938821792602539
2023-09-07,26240.1953125,1647.5982666015625,216.88717651367188,0.5048570036888123,19.890499114990234,0.2577199935913086,4.286739826202393,7.999999979801942e-06,63.62236785888672,10.070907592773438
2023-09-08,25905.654296875,1636.1378173828125,214.56202697753906,0.5048499703407288,19.599044799804688,0.2543700039386749,4.249898910522461,7.999999979801942e-06,62.57698059082031,9.921845436096191
2023-09-09,25895.677734375,1635.162353515625,214.2229461669922,0.5038549900054932,19.44607162475586,0.25349199771881104,4.239696025848389,7.999999979801942e-06,63.08150863647461,9.84569263458252
2023-09-10,25832.2265625,1616.828857421875,212.31802368164062,0.49781399965286255,18.248830795288086,0.2490520030260086,4.151950836181641,7.000000096013537e-06,61.12152862548828,9.474143028259277
2023-09-11,25162.654296875,1551.6376953125,206.03421020507812,0.474373996257782,17.739166259765625,0.24187299609184265,3.9871199131011963,7.000000096013537e-06,58.837158203125,9.230627059936523
2023-09-12,25833.34375,1592.429443359375,210.99436950683594,0.4807380139827728,17.929826736450195,0.24586999416351318,3.9869279861450195,7.000000096013537e-06,60.01279067993164,9.216546058654785
2023-09-13,26228.32421875,1607.988525390625,212.64259338378906,0.48377498984336853,18.402999877929688,0.24888400733470917,4.002867221832275,7.000000096013537e-06,62.00352096557617,9.299893379211426
2023-09-14,26539.673828125,1626.974365234375,212.2828369140625,0.48945701122283936,18.838306427001953,0.2511810064315796,4.058725833892822,7.000000096013537e-06,62.808536529541016,9.395648002624512
2023-09-15,26608.693359375,1641.640380859375,214.17552185058594,0.5008749961853027,19.16884422302246,0.2506429851055145,4.141959190368652,7.000000096013537e-06,65.99552917480469,9.429611206054688
2023-09-16,26568.28125,1635.2216796875,214.96054077148438,0.49987998604774475,19.140369415283203,0.250436007976532,4.185608863830566,7.000000096013537e-06,65.33952331542969,9.388934135437012
2023-09-17,26534.1875,1622.896728515625,216.4657745361328,0.4930410087108612,18.831628799438477,0.24731600284576416,4.0745978355407715,7.000000096013537e-06,63.57822799682617,9.106959342956543
2023-09-18,26754.28125,1637.3470458984375,216.00392150878906,0.5032029747962952,19.657245635986328,0.25174298882484436,4.108242988586426,7.000000096013537e-06,65.89459991455078,9.113308906555176
2023-09-19,27211.1171875,1643.544677734375,217.21095275878906,0.5141509771347046,20.03618812561035,0.25525999069213867,4.1562418937683105,7.000000096013537e-06,67.33423614501953,9.218695640563965
2023-09-20,27132.0078125,1622.890625,214.3633270263672,0.5213549733161926,20.3049373626709,0.2516300082206726,4.1399030685424805,7.000000096013537e-06,64.56434631347656,9.047985076904297
2023-09-21,26567.6328125,1584.3070068359375,210.7939453125,0.5071790218353271,19.47907066345215,0.24545499682426453,4.013978958129883,7.000000096013537e-06,64.69098663330078,8.826976776123047
2023-09-22,26579.568359375,1593.268310546875,211.15086364746094,0.5125100016593933,19.43814468383789,0.2449219971895218,4.019402027130127,7.000000096013537e-06,64.33540344238281,8.86332893371582
2023-09-23,26579.390625,1593.8577880859375,210.56060791015625,0.5080339908599854,19.47390365600586,0.2461329996585846,4.0325398445129395,7.999999979801942e-06,65.08039093017578,8.90028190612793
2023-09-24,26256.826171875,1580.8533935546875,208.28289794921875,0.5023880004882812,19.374290466308594,0.243026003241539,3.9901950359344482,7.000000096013537e-06,63.58713912963867,8.787721633911133
2023-09-25,26298.48046875,1588.3228759765625,210.0738067626953,0.5054609775543213,19.40414047241211,0.24588100612163544,4.064115047454834,7.000000096013537e-06,64.33724212646484,8.943991661071777
2023-09-26,26217.25,1593.417236328125,212.37844848632812,0.5017079710960388,19.023286819458008,0.2453950047492981,4.014101028442383,7.000000096013537e-06,63.75851058959961,9.043546676635742
2023-09-27,26352.716796875,1597.4912109375,211.98541259765625,0.4995970129966736,19.130022048950195,0.24479100108146667,3.990726947784424,7.000000096013537e-06,63.486812591552734,8.922224044799805
2023-09-28,27021.546875,1652.8826904296875,215.07598876953125,0.5095250010490417,19.957616806030273,0.24911999702453613,4.074660778045654,7.000000096013537e-06,65.23880767822266,9.262673377990723
2023-09-29,26911.720703125,1667.94384765625,215.2794189453125,0.5217189788818359,20.300655364990234,0.24953599274158478,4.077261924743652,7.000000096013537e-06,65.63209533691406,9.175294876098633
2023-09-30,26967.916015625,1671.161865234375,214.82130432128906,0.515404999256134,21.3951473236084,0.2540470063686371,4.105618000030518,7.000000096013537e-06,66.06964874267578,9.243800163269043
2023-10-01,27983.75,1733.8104248046875,218.04713439941406,0.5242040157318115,23.83648681640625,0.2658950090408325,4.261009216308594,7.999999979801942e-06,68.23331451416016,9.739897727966309
2023-10-02,27530.78515625,1663.6275634765625,214.7579345703125,0.51283198595047,23.371700286865234,0.2595129907131195,4.123762130737305,7.000000096013537e-06,66.01112365722656,9.327079772949219
2023-10-03,27429.978515625,1656.6856689453125,213.43594360351562,0.5383870005607605,23.55269432067871,0.261027991771698,4.074246883392334,7.000000096013537e-06,65.49351501464844,9.403885841369629
2023-10-04,27799.39453125,1647.838134765625,213.4130859375,0.5329310297966003,23.144786834716797,0.25931501388549805,4.047316074371338,7.000000096013537e-06,64.45206451416016,10.09360408782959
2023-10-05,27415.912109375,1611.4764404296875,210.67967224121094,0.5233659744262695,22.694141387939453,0.2601490020751953,4.022737979888916,7.000000096013537e-06,64.8587646484375,10.132204055786133
2023-10-06,27946.59765625,1645.83154296875,213.55552673339844,0.5261930227279663,23.424453735351562,0.2648720145225525,4.07214879989624,7.000000096013537e-06,65.53318786621094,10.65694808959961
2023-10-07,27968.83984375,1634.51123046875,212.36447143554688,0.5219060182571411,23.287302017211914,0.2587350010871887,4.0564470291137695,7.000000096013537e-06,65.48564147949219,10.363143920898438
2023-10-08,27935.08984375,1633.548583984375,211.51998901367188,0.5179610252380371,23.24642562866211,0.25662899017333984,4.014286041259766,7.000000096013537e-06,65.36454772949219,10.096406936645508
2023-10-09,27583.677734375,1579.806640625,205.75096130371094,0.5032269954681396,22.118396759033203,0.25164198875427246,3.8772189617156982,7.000000096013537e-06,63.11105728149414,9.538162231445312
2023-10-10,27391.01953125,1567.7130126953125,208.57687377929688,0.497435986995697,22.10511589050293,0.24914099276065826,3.812432050704956,7.000000096013537e-06,63.621070861816406,9.53337574005127
2023-10-11,26873.3203125,1566.2547607421875,206.53341674804688,0.48883798718452454,22.00741958618164,0.24800099432468414,3.738058090209961,7.000000096013537e-06,61.499820709228516,9.304060935974121
2023-10-12,26756.798828125,1539.6124267578125,205.2294158935547,0.48304998874664307,21.300268173217773,0.2459219992160797,3.6735970973968506,7.000000096013537e-06,61.12781524658203,9.117600440979004
2023-10-13,26862.375,1552.0894775390625,206.03611755371094,0.48569899797439575,21.834917068481445,0.24614599347114563,3.721198081970215,7.000000096013537e-06,61.574058532714844,9.156827926635742
2023-10-14,26861.70703125,1555.2568359375,206.60189819335938,0.4867750108242035,22.01171875,0.2470110058784485,3.7362759113311768,7.000000096013537e-06,61.665157318115234,9.150793075561523
2023-10-15,27159.65234375,1558.06982421875,209.7425079345703,0.4878459870815277,21.922027587890625,0.24735599756240845,3.7549779415130615,7.000000096013537e-06,61.65643310546875,9.17321491241455
2023-10-16,28519.466796875,1600.5343017578125,214.82395935058594,0.49797698855400085,23.98295783996582,0.25156301259994507,3.7862110137939453,7.000000096013537e-06,63.337162017822266,9.422463417053223
2023-10-17,28415.748046875,1565.4395751953125,211.6432342529297,0.49169400334358215,23.959318161010742,0.24711500108242035,3.6750569343566895,7.000000096013537e-06,62.16300964355469,9.112850189208984
2023-10-18,28328.341796875,1563.7498779296875,210.50103759765625,0.4883190095424652,23.432138442993164,0.2434529960155487,3.6565489768981934,7.000000096013537e-06,60.276973724365234,8.915651321411133
2023-10-19,28719.806640625,1567.45703125,211.1441650390625,0.52012699842453,24.93791961669922,0.24692299962043762,3.6488780975341797,7.000000096013537e-06,61.786651611328125,9.065718650817871
2023-10-20,29682.94921875,1604.6668701171875,212.30084228515625,0.5160040259361267,27.033674240112305,0.25113800168037415,3.7212750911712646,7.000000096013537e-06,63.41781997680664,9.221672058105469
2023-10-21,29918.412109375,1629.304443359375,214.3056640625,0.5212429761886597,29.386228561401367,0.25858500599861145,3.904405117034912,7.000000096013537e-06,64.73554229736328,9.639253616333008
2023-10-22,29993.896484375,1663.429931640625,217.74737548828125,0.5224869847297668,29.03668212890625,0.2635729908943176,3.9647159576416016,7.000000096013537e-06,65.19058227539062,10.063459396362305
2023-10-23,33086.234375,1765.3826904296875,228.35276794433594,0.5468699932098389,31.850984573364258,0.2799539864063263,4.348272800445557,7.000000096013537e-06,68.99109649658203,10.565308570861816
2023-10-24,33901.52734375,1784.4375,225.14295959472656,0.5585319995880127,30.15153694152832,0.27899301052093506,4.186614036560059,7.000000096013537e-06,69.0318603515625,10.314806938171387
2023-10-25,34502.8203125,1787.3975830078125,222.179931640625,0.5553060173988342,32.46306610107422,0.28055599331855774,4.2850542068481445,7.999999979801942e-06,68.6949234008789,10.510028839111328
2023-10-26,34156.6484375,1804.039306640625,223.2360382080078,0.5536829829216003,32.77549362182617,0.2872920036315918,4.236405849456787,7.999999979801942e-06,68.85438537597656,11.052852630615234
2023-10-27,33909.80078125,1780.0452880859375,224.4759063720703,0.5461069941520691,31.73969841003418,0.289467990398407,4.139359951019287,7.999999979801942e-06,67.05579376220703,10.598812103271484
2023-10-28,34089.57421875,1776.6181640625,225.77407836914062,0.5453910231590271,31.653318405151367,0.29124999046325684,4.180108070373535,7.999999979801942e-06,67.78277587890625,10.973055839538574
2023-10-29,34538.48046875,1795.5460205078125,227.14845275878906,0.5563939809799194,32.822608947753906,0.2952829897403717,4.3125457763671875,7.999999979801942e-06,68.80084228515625,11.361387252807617
