Date,ETH-USD,BNB-USD,XRP-USD,SOL-USD,ADA-USD,DOT-USD,SHIB-USD,LTC-USD,AVAX-USD
2023-05-31,-0.014249247118842005,-0.01557803920618833,-0.008759608418826887,-0.020418728314349658,-0.009386843515985933,-0.02341288822192058,0.0,-0.019546194958292806,-0.02320465596869845
2023-06-01,-0.00638547001263108,-0.0062548721574704775,-0.019653180444220056,-0.015597232143422492,-0.026191825857199938,-0.02035635826297174,-0.11778307355199538,0.03721964156916544,-0.0008968246240746355
2023-06-02,0.0239065252896256,0.008068667240680134,0.03499904543727778,0.03618115877262259,0.03655718633572352,0.01319583691820256,0.11778307355199531,0.015264154502060279,0.026798280096066437
2023-06-03,-0.007813412940096475,-0.002291562613884208,-0.01155514732728354,-0.0048112423809613895,-0.006034505362302859,0.009511084513199364,0.0,0.006012069714515529,0.0057933700035302975
2023-06-04,-0.0010039455849781425,-0.005109940638626998,0.03138818072597138,0.030877020783520073,0.004418077400514989,-0.002046994531211983,0.0,-0.01790240420470598,0.014181896847020578
2023-06-05,-0.04251202751853726,-0.09720812770892491,-0.04878521484013707,-0.08330178143179427,-0.0704079334682467,-0.04739598148854901,-0.11778307355199538,-0.07091873184697699,-0.06175297094274443
2023-06-06,0.03932332901333518,0.016499115006451435,0.03856915134597934,0.015982305710278182,0.004817755190745725,0.026282419832157986,0.0,0.034532339377264,0.05151192137134291
2023-06-07,-0.028035415163873995,-0.08177842121458957,-0.02063893457372103,-0.09045748915258511,-0.09307700603182545,-0.036386704372617575,0.0,-0.02305644760103167,-0.041852851730831135
2023-06-08,0.0075602566414878485,0.010572824791820905,0.00942002987921957,0.014660076729281562,0.0027238065332605877,0.0007639274402258518,0.0,-0.004306787446569124,-0.007220635070707498
2023-06-09,-0.003296688452608854,-0.0054790749485424586,0.025171128124411708,-0.08436029485361614,-0.0898045329911519,-0.0087795855837033,0.0,0.008615455343938198,-0.011791539829599827
2023-06-10,-0.04891038267058314,-0.08659585100664667,-0.056831249565902645,-0.10444214585095218,-0.06723023900027597,-0.09594889374096559,-0.13353137638354592,-0.14287743573524342,-0.16443742562601915
2023-06-11,0.0005878929736166297,-0.015385211226547952,0.025301044736720697,-0.006235849655425349,-0.01298795296792327,-0.0010334734018384018,0.0,0.004478918314649134,-0.009030220056243205
2023-06-12,-0.006228150087489563,-0.01881063595200775,0.008596577848948668,-0.023546038718376832,0.008829996321450432,0.0023916483862656238,0.0,-0.0019432359464773364,-0.004759470997064904
2023-06-13,-0.002005470958931595,0.05407913284862422,-0.010776515418276287,-0.011816458237325115,-0.00022540000197287003,0.019581614065069267,0.0,-0.0013455017587032103,0.022916943909736365
2023-06-14,-0.05224189755336002,-0.026239223875169356,-0.0797498526733196,-0.036040179419270596,-0.0437071950740844,-0.011362968699862011,0.0,-0.056859012996603335,-0.03639345969021148
2023-06-15,0.009047294268028925,-0.005459824003634814,-0.00021239094562028424,0.01866293383043094,-0.004832659008999229,-0.0430747989528551,0.0,0.018460087259512523,0.003106879364917539
2023-06-16,0.030248430137366597,0.011922783490980133,-0.009154136993147516,0.0365070723012623,0.004676856809087653,0.009020569321553496,0.0,0.02022561578392981,0.012220751032471635
2023-06-17,0.006118292640112686,0.022724251600404904,0.008470729062315056,0.02211204909234705,0.014121725781370926,0.024441379532468013,0.0,0.011287779194373527,0.007214855078933856
2023-06-18,-0.0038439761048233256,-0.0021416735701918193,0.01609150575870598,-0.013656982038870221,-0.022600304034383747,0.0010669628317053897,0.0,0.003450421634424579,-0.024607679216594073
2023-06-19,0.009879050169205828,-0.0048621110241513135,0.011870053366813522,0.04029621051331228,0.007957891476133558,-0.001886832365664561,0.0,0.0031536115574282856,0.009823609524162754
2023-06-20,0.03086022490301783,0.0194514418454986,-0.0010646180464858293,0.034379343415530034,0.02730323130415047,0.03188095222194638,0.0,0.03660910154082391,0.05534611732088488
2023-06-21,0.05371032444261625,0.006487085744585985,0.01575165996723014,0.03669771227534098,0.05984248700119559,0.033798973858972,0.13353137638354595,0.05850746742936214,0.06485719515628012
2023-06-22,-0.009598611426714983,-0.03466692587190701,-0.011489856114825241,-0.03625362898993329,0.011477452631466805,0.0002488819453044297,0.0,0.010775582487443015,-0.019525683871086368
2023-06-23,0.010579014510562092,0.015545587119919624,0.003209142837143654,0.030004134248464348,0.021026827400689327,0.05430622451511015,0.0,0.05799510551455531,0.047336083994066976
2023-06-24,-0.00891633235310276,-0.03285783817931346,-0.01880976840917363,-0.02938888787444886,-0.02206418915229543,-0.018356529879365525,0.0,-0.016197126707333406,-0.01954536983733261
2023-06-25,0.012946551928309865,0.009392667058796586,0.006063889916168009,0.018946283186713635,0.00794385463360785,0.03673295808998449,0.0,-0.016502604025228296,0.031562156557283685
2023-06-26,-0.021848693008354386,-0.011615161151136552,-0.022577053835605175,-0.04220381909110144,-0.04181309692282251,-0.032889240644081184,0.0,-0.011386747618706356,-0.021785513064518702
2023-06-27,0.016148341244193568,0.005736233784421736,0.009360782210186986,0.021261132847165246,0.02175529064609222,0.013659319747152772,0.0,0.00824510772777354,0.0039664568332526415
2023-06-28,-0.03321315592616908,-0.029233812908617585,-0.039239536887685035,-0.038819645164701926,-0.06992694448748016,-0.04266698952446849,-0.13353137638354592,-0.057740141944038814,-0.06647111497344571
2023-06-29,0.013182144849619147,0.011132634722717739,0.020214651954341953,0.1169630577510356,0.030938440307142386,0.02092410313762101,0.0,0.020433886810148516,0.02571640024888439
2023-06-30,0.04278209460658563,0.030142887823031903,-0.001444005288251963,0.05029106705205045,0.04050908411038181,0.036515699507941646,0.13353137638354595,0.2436499150119031,0.02610372004367473
2023-07-01,-0.004470507587039554,0.0302797409523813,-0.0010869701666577382,-0.011357865956291157,0.01858860746399416,0.03384729595029483,0.0,-0.008692259712088733,-0.0014201178875374728
2023-07-02,0.006666219550552589,-0.0060787955971013255,0.022904567498175297,0.04036950803694287,-0.0009753663917345491,0.028046905569730943,0.0,0.054340296446199865,0.009539982692094702
2023-07-03,0.0092225678282851,0.0005046202656917714,0.010377545461595625,-0.011012456272937034,0.014467370557489648,-0.015127867217266028,0.0,-0.056987031206480604,0.007924945029294474
2023-07-04,-0.009638052931703962,-0.015911545688617284,-0.0034889330288260263,-0.00507033731801993,-0.01255180860981191,-0.013391553029939276,0.0,-0.02111779843041934,-0.013822245482156787
2023-07-05,-0.013540124870224116,-0.014169750719453573,-0.019811980236179173,-0.007885689850550453,-0.028226406168868207,-0.02616717422871073,-0.13353137638354592,-0.019450466866522284,-0.028934657226799117
2023-07-06,-0.03296272813878403,-0.028689495715469696,-0.03085767892780589,0.03804580607558715,-0.01691369384975331,-0.03577539932736575,0.0,-0.07087781874875486,-0.020678010501639484
